name,category
방송제작전공,1
신문방송전공,1
방송영상디지털계열,1
방송영상학부,1
아동표현창작과,1
방송영상스피치과,1
방송제작연예과,1
미디어문예창작전공,1
첨단방송영상계열,1
방송영상학과,1
스마트커뮤니케이션과,1
방송미디어과,1
첨단방송영상학과,1
방송보도제작학과,1
예술학부방송광고제작전공,1
방송미디어제작과,1
디지털방송미디어과공학,1
미디어출판학과,1
멀티미디어전공,3
컴퓨터멀티미디어전공,3
게임소프트웨어전공,3
스포츠게임과,3
웹멀티미디어전공,3
인터넷멀티미디어전공,3
디지털문화콘텐츠학과,3
게임과,3
게임모바일학과,3
영상방송과,3
디지털인쇄정보학과,3
디지털인쇄정보과,3
스마트폰미디어학과,3
영상방송학과,3
콘텐츠디자인과,3
디지털방송콘텐츠학과,3
게임공학과,3
게임멀티미디어전공,3
게임제작계열,3
게임학과,3
인터넷게임전공,3
컴퓨터게임개발과,3
컴퓨터게임과,3
컴퓨터게임전공,3
컴퓨터게임제작과,3
게임웨어,3
게임컨설팅과,3
모바일게임과,3
컴퓨터게임그래픽전공,3
게임웨어과,3
문화컨텐츠개발과,3
영상컨텐츠개발전공,3
인터넷게임과,3
컴퓨터게임정보과,3
게임창작과,3
게임전공,3
컴퓨터게임그래픽과,3
컴퓨터정보게임계열,3
사이버게임경영과,3
게임프로듀서과,3
게임엔터테인먼트과,3
게임제작과,3
스포츠,3
멀티게임영상과,3
스포츠과,3
게임학부,3
게임개발과,3
문화콘텐츠개발과,3
게임콘텐츠전공,3
컴퓨터게임제작전공,3
게임제작전공,3
스포츠전공,3
게임컨텐츠제작과,3
게임컨텐츠전공,3
컴퓨터게임그래픽학과,3
게임연출과,3
영상게임과,3
게임만화캐릭터과,3
게임평가운영과,3
관광멀티미디어게임과,3
게임영상그래픽과,3
게임콘텐츠과,3
컴퓨터게임과년,3
문화콘텐츠학과,3
게임컨텐츠과,3
멀티미디어게임과,3
영상게임콘텐츠과,3
비주얼게임컨텐츠과,3
방송음향영상학부,3
게임콘텐츠과년제,3
신산업창조학부전공,3
디지털정보미디어전공,3
인터넷미디어전공,3
정보미디어전공,3
모바일미디어전공,3
디지털영상콘텐츠과,3
시각영상콘텐츠과,3
영상컨텐츠개발과,3
컴퓨터정보계열게임전공,3
영상콘텐츠개발과,3
게임영상콘텐츠과,3
전자정보미디어전공,3
멀티미디어통신학과,3
디지털출판과,3
미디어홍보출판과,3
인쇄과,3
인쇄정보미디어과,3
전자출판과,3
전자편집디자인과,3
출판과,3
출판미디어,3
출판미디어과,3
출판인쇄과,3
출판정보미디어과,3
출판편집과,3
출판편집디자인전공,3
화상인쇄과,3
매체정보과인쇄미디어전공,3
매체정보과출판미디어전공,3
전자출판인쇄전공,3
출판미디어디자인전공,3
칼라리스트전공,3
미디어출판과,3
화상인쇄전공,3
컬러코디네이션전공,3
그래픽아츠과,3
그래픽아츠학과,3
디자인융합학과,3
프린팅융합디자인과,3
광고사인디자인전공,6
시각디자인계열,6
시각디자인과,6
시각디자인문화상품전공,6
시각디자인전공,6
시각디자인학과,6
시각멀티미디어디자인계열,6
시각멀티미디어디자인과,6
시각미디어디자인과,6
시각영상디자인계열,6
시각정보디자인영상디자인,6
시각정보디자인과,6
시각정보디자인전공,6
시각정보디자인학과,6
비주얼디자인계열,6
시각애니메이션디자인전공,6
캐릭터시각디자인전공,6
시각정보디자인계열,6
디지털시각디자인과,6
시각디자인애니메이션과,6
시각미디어전공,6
시각미디어디자인전공,6
산업디자인계열시각디자인전공,6
시각영상디자인과,6
광고시각디자인과,6
산업디자인학부시각디자인전공,6
디지털광고시각디자인전공,6
광고시각디자인전공,6
시각디자인과예체능계열,6
시각디자인과예체능,6
비주얼다이얼로그군,6
디자인학부산업디자인과시각디자인전공,6
산업디자인과시각디자인전공,6
예술학부시각리빙디자인전공,6
커뮤니케이션디자인,6
미디어아트앤디자인과,6
미디어아트앤디자인학과,6
시각디자인과자연과학계열,6
시각디자인과인문,6
시각디자인과년제,6
디자인학부시각디자인전공,6
시각디자인과시각정보디자인전공,6
시각디자인과그래픽디자인전공,6
시각디자인과디지털디자인전공,6
시각미디어디자인과년제,6
그래픽컨텐츠전공,6
그래픽콘텐츠전공,6
게임디자인학과,6
광고디자인과,6
광고디자인전공,6
광고디자인학과,6
광고멀티미디어디자인과,6
광고멀티미디어디자인전공,6
광고출판디자인계열,6
광고편집디자인전공,6
그래픽디자인,6
디자인멀티미디어전공,6
디지털광고디자인과,6
디지털광고디자인전공,6
디지털그래픽디자인,6
디지털디자인계열,6
디지털디자인학부,6
디지털미디어디자인전공,6
디지털미디어디자인학과,6
디지털미디어디자인학부,6
디지털전기디자인과,6
디지털컨텐츠디자인과,6
디지털컨텐트디자인전공,6
멀티광고디자인전공,6
멀티미디어디자인계열,6
멀티미디어디자인과,6
미디어디자인계열,6
미디어디자인학부,6
사진디자인전공,6
사진영상디자인학과,6
애니메이션디자인계열,6
애니메이션디자인과,6
영상디자인과,6
영상디자인전공,6
영상디자인학과,6
영상미디어디자인전공,6
영상사진디자인계열,6
출판디자인전공,6
캐릭터디자인전공,6
커뮤니케이션디자인과,6
컴퓨터광고디자인,6
컴퓨터그래픽디자인과,6
컴퓨터그래픽디자인전공,6
컴퓨터그래픽디자인학과,6
컴퓨터텍스타일디자인과,6
테크노디자인과,6
텍스타일디자인전공,6
그래픽스전공,6
광고영상디자인,6
광고영상디자인전공,6
디지털디자인전공,6
디지털영상디자인과,6
디지털제품디자인과,6
영상디자인계열,6
캐릭터광고디자인과,6
캐릭터애니메이션디자인과,6
커뮤니케이션디자인계열,6
컴퓨터그래픽디자인학부,6
컴퓨터영상디자인계열,6
출판디자인과,6
디지털디자인과,6
광고미디어과,6
게임디자인과,6
디지털그래픽디자인전공,6
그래픽스과,6
광고영상디자인과,6
방송영상디자인과,6
광고캐릭터디자인과,6
광고그래픽디자인과,6
캐릭터디자인과,6
디지털미디어디자인과,6
사인광고디자인과,6
컴퓨터광고디자인전공,6
게임디자인전공,6
캐릭터애니메이션디자인전공,6
산업디자인계열컴퓨터그래픽디자인전공,6
컴퓨터영상디자인과,6
광고편집과,6
사진디자인과,6
게임그래픽디자인전공,6
제작과,6
영화세트제작과,6
디자인전공,6
애니메이션디자인전공,6
그래픽과,6
영화세트과,6
산업디자인학부컴퓨터그래픽디자인전공,6
콘텐츠디자인전공,6
디지털디자인전공컴디,6
디지털디자인전공컴정,6
멀티디자인정보전공,6
디지털금형디자인전공,6
특수영상디자인전공,6
디지털컨텐츠디자인과년,6
영상디자인학부,6
디지털디자인학과,6
커뮤니케이션디자인학과,6
미디어디자인전공,6
광고영상디자인과예체능계열,6
광고편집과예체능,6
광고인테리어디자인과,6
디지털컨텐츠디자인계열,6
디지털콘텐츠디자인과,6
디지털미디어디자인과공학,6
미디어디자인과,6
광고미디어디자인과,6
디지털콘텐츠디자인과년,6
미디어디자인학과,6
게임미디어과,6
광고브랜드디자인과,6
방송영상디자인과년제,6
조형과,6
컴퓨터영상디자인전공,6
디자인영상콘텐츠학부,6
콘텐츠디자인계열,6
미디어디자인학과예체능,6
미디어디자인과예체능,6
광고홍보과예체능,6
멀티미디어디자인학과,6
시각미디어디자인학과,6
커뮤니케이션디자인학과년제,6
시각애니메이션콘텐츠과,6
콘텐츠과,6
디자인애니메이션학부,6
게임애니메이션,6
관광사진영상,6
관광사진예술과,6
광고사진과,6
디지털광고사진과,6
디지털만화과,6
디지털사진영상과,6
디지털사진영상전공,6
디지털애니메이션과,6
디지털애니메이션디자인학부,6
디지털영상애니메이션과,6
만화캐릭터전공,6
만화사진영상과,6
만화애니메이션전공,6
만화애니메이션학과,6
만화영상학과,6
만화영화과,6
만화예술과,6
만화예술전공,6
만화창작전공,6
모션그래픽과,6
미디어사진과,6
사진과,6
사진영상과,6
사진영상매체과,6
사진영상미디어과,6
사진영상학과,6
사진예술과,6
사진예술전공,6
애니메이션게임과,6
애니메이션과,6
애니메이션전공,6
애니메이션학과,6
영상애니메이션전공,6
웹애니메이션전공,6
캐릭터애니메이션과,6
캐릭터애니메이션전공,6
컴퓨터문화산업계열,6
컴퓨터애니메이션,6
컴퓨터애니메이션과,6
컴퓨터애니메이션전공,6
디지털애니메이션디자인과,6
만화애니메이션디자인과,6
애니메이션계열,6
애니메이션학부,6
영상애니메이션과,6
영화방송애니메이션과,6
게임애니메이션과,6
게임애니메이션전공,6
디지털사진애니메이션과,6
방송사진영상과,6
인터넷만화과,6
만화창작과,6
사진전공,6
게임애니메이션계열,6
캐릭터만화애니과,6
만화애니메이션과,6
만화전공,6
만화일러스트레이션과,6
미술만화과,6
만화영상애니메이션과,6
카툰애니메이션과,6
에니메이션영상전공,6
광고에니메이션전공,6
멀티미디어영상전공,6
만화영상애니메이션학과,6
사진영상미디어과년제,6
디지털만화영상과,6
실용사진전공,6
카툰애니메이션학과,6
만화애니게임학과,6
사진영상미디어학과,6
만화콘텐츠과,6
드론사진영상과,6
웹툰창작과,6
만화애니메이션콘텐츠,6
웹툰만화콘텐츠전공,6
웹툰만화창작학과,6
만화애니메이션학부,6
만화콘텐츠학과,6
공간예술,6
디지털아트과,6
디지털영상계열,6
디지털영상미디어과,6
디지털영상학과,6
산업영상과,6
산업예술계열,6
산업응용계열,6
스포츠예술,6
시간예술,6
영상광고창작기획과,6
영상광학전공,6
영상그래픽과,6
영상멀티미디어,6
영상문화과,6
영상미디어과,6
영상미디어전공,6
영상미디어제작전공,6
영상미디어학과,6
영상산업과,6
영상예술과,6
영상음악과,6
영상정보과,6
영상정보시스템계열,6
영상정보처리과,6
영상제작계열,6
영상제작과,6
영상촬영조명과,6
영상편집과,6
영상편집기술과,6
영화영상과,6
이벤트예술과,6
인터넷영상과,6
일러스트레이션카툰전공,6
일러스트레이션과,6
일러스트레이션전공,6
전자그래픽과,6
전통공연예술과,6
창작기획,6
첨단영상미디어과,6
촬영조명과,6
커뮤니케이션아트계열,6
컴퓨터그래픽과,6
컴퓨터그래픽스,6
컴퓨터그래픽스전공,6
컴퓨터그래픽학과,6
공연기획과,6
공연영상제작학부,6
디지털영화제작전공,6
무대공연전공,6
아트조명과,6
엔터테인먼트과,6
연예매니지먼트과,6
영상멀티미디어과,6
영상정보전공,6
영상컨텐츠과,6
인터넷영상미디어과,6
촬영조명전공,6
편집제작기술전공,6
시간예술과,6
방송영상아트과,6
미디어영상전자과,6
컴퓨터그래픽스과,6
실용예술학부,6
광고영상과,6
디지털아트학부,6
문화예술학부,6
미디어영상시스템과,6
방송영상미디어과,6
영상그래픽디자인과,6
영화영상디자인계열,6
편집제작과,6
엔터테인먼트비즈니스전공,6
마술전공,6
영상예술학부,6
영상제작전공,6
영상연예과,6
디지털영상과,6
영화영상그래픽과,6
엔터테인먼트계열,6
엔터테인먼트비즈니스과,6
영상콘텐츠과,6
영상음악계열,6
영상디스플레이과,6
실용미디어창작과,6
멀티영상과,6
방송엔터테인먼트과,6
방송영상제작과,6
컴퓨터그래픽전공,6
방송영화비주얼코디과,6
퓨전공연예술과,6
방송영화디자인과,6
방송영상제작전공,6
쇼이벤트전공,6
아동문화과예체능,6
매직엔터테인먼트과,6
방송학부,6
방송엔터테인먼트계열,6
방송영화과,6
매직엔터테인먼트전공,6
연예메니지먼트전공,6
연예매니지먼트전공,6
영상공연,6
디지털영상제작전공,6
이벤트무대예술전공,6
기독교영상예술전공,6
방송영화영상전공,6
연예매니지먼트공연이벤트전공,6
미디어창작학부,6
디지털영상미디어전공,6
영상공연학부,6
방송영화제작전공,6
디지털영상편집전공,6
무대예술전공,6
영상방송정보전공,6
방송영상연예예술과,6
영상콘텐츠학과,6
방송영화그래픽과,6
디지털영상전공,6
영상편집제작과,6
예술품관리과,6
방송음향영상전공,6
방송스타일리스트과,6
영상컴퓨터과,6
연예매니지먼트공연이벤트과,6
영화방송연예제작과,6
방송연예영상예술과,6
영상정보계열,6
엔터테인먼트과인문사회계열,6
방송음향영상과,6
방송영화제작계열,6
아트앤플레이군,6
영상문화콘텐츠과,6
미디어영상계열,6
방송영화연예제작과,6
영상방송정보과,6
디자인학부디지털영상미디어과,6
멀티미디어영상과,6
입체영상미디어과,6
방송영상광고과,6
이벤트프래너과,6
영상그래픽전공,6
그래픽영상전공,6
입체영상애니메이션전공,6
만화영상그래픽전공,6
방송영화제작과,6
영상컨텐츠전공,6
방송영화제작학과,6
언론방송창작과,6
공연콘텐츠전공,6
영상콘텐츠전공,6
융합예술과,6
방송콘텐츠과,6
미디어부사관학과,6
입체영상과,6
방송제작연예과영상제작전공,6
미디어부사관과,6
방송보도제작계열방송저널리즘전공,6
방송보도제작계열아나운싱전공,6
방송예술융합계열,6
방송예술융합계열방송시스템전공,6
방송예술융합계열방송제작기술전공,6
방송예술융합계열방송통신기술전공,6
방송예술융합학과,6
영상콘텐츠과예체능,6
영상콘텐츠학과예체능,6
광고창작전공,6
디지털아트전공,6
시각디자인과산업그래픽전공,6
시각디자인과디지털미디어전공,6
특수영상제작과,6
영상부사관과,6
융합예술과년제,6
문화융복합학부,6
게임애니메이션학과,6
광고영상디자인학과,6
마술컨텐츠과,6
방송기술계열방송시스템전공,6
방송기술계열방송음향기술전공,6
방송기술계열방송제작기술전공,6
방송기술계열방송통신기술전공,6
방송기술계열예체능,6
방송기술학과,6
방송문화콘텐츠과,6
방송영화제작예술과,6
방송영화제작예술학과,6
스마트미디어전공,6
영상정보부사관과,6
영화영상학과,6
방송영상미디어학과,6
영상드론콘텐츠과,6
방송영상콘텐츠과,6
방송미디어과년제,6
미디어영상스피치과,6
디지털영상비주얼디자인학부,6
방송영상무대예술전공,6
영상학부,6
방송연예영상계열,6
영상무대디자인과,6
신산업창조학부,6
방송영상미디어계열,6
융합예술학과,6
방송음향영상학과,6
방송영상제작전공년제,6
영상촬영조명학과,6
드론영상정보과,6
영화과,6
영화전공,6
영화제작과,6
애니메이션영화과,6
영화멀티미디어과,6
영화방송제작과,6
영화방송과,6
방송영상영화과,6
방송영상연기학부,6
영화방송미디어학과,6
영화방송예술과,6
영화방송예술학과,6
공연영상과,6
영화방송공연예술학과,6
영상음악학과,6
음향공학과,6
음향전자기기학과,6
음향제작계열,6
음향제작과,6
음향학과,6
음향제작전공,6
음향과,6
음향미디어전공,6
음향제작학과,6
방송예술융합계열방송음향기술전공,6
패션디자인학과,3
애완동물뷰티패션디자인전공,4
슈즈패션산업과,4
패션디자인비즈니스과,4
섬유패션디자인계열,6
섬유패션디자인학부,6
의상디자인계열,6
의상디자인과,6
의상디자인전공,6
전통복식디자인과,6
토탈패션계열,6
토탈패션과,6
패션계열,6
패션디자인계열,6
패션디자인과,6
패션디자인산업과,6
패션디자인코디과,6
패션디자인전공,6
패션산업디자인계열,6
패션산업디자인과,6
패션섬유디자인계열,6
패션코스튬디자인,6
한국의상디자인전공,6
섬유패션디자인과,6
토탈패션디자인과,6
패션뷰티디자인학부,6
니트패션디자인과,6
토탈패션비즈니스과,6
패션디자인이벤트과,6
패션뷰티디자인과,6
섬유패션디자인전공,6
패션뷰티코디네이션과,6
패션섬유코디네이션과,6
패션스타일디자인과,6
패션학부,6
컴퓨터패션디자인전공,6
패션메이킹과,6
의상디자인학과,6
패션뷰티계열,6
패션섬유코디네이션전공,6
패션액세서리디자인전공,6
패션웨딩스타일리스트과,6
섬유의상코디과,6
패션코디디자인과,6
패션디자인과년제,6
패션문화디자인과,6
디자인학부패션코디디자인과,6
니트패션디자인과년제,6
슈즈디자인전공,6
리빙패션디자인과,6
예술학부뷰티패션디자인전공,6
섬유패션디자인학과,6
패션슈즈디자인과,6
패션학부패션디자인전공,6
패션테크니컬디자인전공,6
패션주얼리디자인과,6
니트패션디자인학과,6
한국의상과,6
패션디자인비즈니스전공,6
디자인학부패션디자인전공,6
패션문화디자인과자연과학계열,6
패션브랜드매니저과,6
패션디자인과예체능,6
패션스타일리스트학과,6
패션생활디자인과,6
패션디자인마케팅과,6
패션학과,6
패션메이커스스타일리스트전공,6
패션메이커스비즈니스학과,6
패션메이커스전공,6
섬유디자인전공,6
패션악세사리디자인과,6
패션주얼리과,6
니트디자인과,6
패션리빙디자인과,6
패션스쿨,6
방송엔터테인먼트코디과,6
뷰티아트디자인과,6
방송코디네이션디자인과,6
패션뷰티디자인학부패션스페셜리스트전공,6
패션뷰티디자인학부패션스타일리스트전공,6
뷰티아트디자인학과,6
패션뷰티과,6
전시디자인학과,1
실내공간인테리어과,3
실내인테리어과,3
건축인테리어디자인학과,3
실내인테리어리모델링과,3
실내리모델링인테리어과,3
실내인테리어디자인과,3
인테리어디스플레이과,3
실내환경디자인학과,3
시각귀금속디자인과,3
산업융합디자인과,3
디지털산업디자인계열,6
디지털산업디자인과,6
문화산업디자인전공,6
산업공예디자인과,6
산업공예디자인전공,6
산업도자기디자인전공,6
산업도자디자인전공,6
산업디자인계열,6
산업디자인공학과,6
산업디자인과,6
산업디자인전공,6
산업디자인정보계열,6
산업디자인학과,6
산업디자인학부,6
산업정보디자인계열,6
산업정보디자인과,6
산업정보디자인학부,6
산업제품디자인과,6
상업디자인과,6
상업디자인학전공,6
정보산업디자인과,6
캐릭터산업디자인과,6
캐릭터산업디자인전공,6
컴퓨터산업디자인과,6
멀티산업디자인계열,6
산업도자디자인과,6
산업디자인,6
산업제품디자인전공,6
멀티산업디자인과,6
문화산업디자인과,6
도예산업디자인과,6
하이테크디자인과,6
문화정보디자인전공,6
산업디자인계열년,6
코디네이션광고디자인과,6
색채산업디자인과,6
산업디자인과예체능,6
디지털산업디자인전공,6
색채산업디자인학과,6
복지산업디자인과,6
산업디자인계열년제,6
색채디자인과,6
색채디자인학과,6
디지털산업디자인학과,6
산업디자인과자연과학계열,6
산업디자인학과자연과학계열,6
산업디자인학과예체능,6
테크노산업디자인과산업디자인전공,6
산업디자인과년제,6
패션워크디자인과,6
테크노산업디자인학과산업디자인전공,6
호텔광고디자인과,6
인테리어패션디자인과,6
가구디자인과,6
가구디자인전공,6
가구실내디자인,6
건축공간디자인계열,6
건축디자인과,6
건축디자인전공,6
건축실내디자인학부,6
건축실내디자인과,6
건축토털디자인과,6
건축환경디자인계열,6
건축환경디자인과,6
공간디자인계열,6
공간디자인학부,6
공간조형디자인전공,6
공업디자인과,6
공예디자인과,6
공예디자인전공,6
관광디자인계열,6
그래픽디자인계열,6
그래픽디자인과,6
그래픽디자인전공,6
그래픽산업디자인,6
금속공예디자인과,6
금속공예디자인전공,6
금속금형디자인과,6
금속제품디자인과,6
기계디자인과,6
뉴테크디자인계열,6
도자디자인과,6
도자디자인전공,6
디자인멀티미디어,6
디자인미술영상학부,6
디자인영상계열,6
멀티뷰티디자인과,6
문화상품디자인,6
미디어아트디자인과,6
벤처창업디자인과,6
생활장식디자인,6
생활환경디자인과,6
세라믹디자인전공,6
실내건축디자인계열,6
실내건축디자인과,6
실내건축디자인전공,6
실내건축디자인학과,6
실내디자인과,6
실내디자인전공,6
실내디자인학과,6
실내제품디자인,6
실내환경디자인전공,6
염직디자인과,6
인테리어디자인과,6
인테리어상품디자인과,6
인테리어제품디자인과,6
인테리어코디디자인과,6
전시디자인전공,6
전자디자인전공,6
정보디자인계열,6
제품디자인과,6
제품디자인전공,6
조명디자인과,6
주얼리디자인전공,6
컴퓨터디자인계열,6
컴퓨터디자인과,6
컴퓨터정보디자인학부,6
크래프트디자인과,6
크래프트코디디자인과,6
텍스타일디자인과,6
팬시디자인전공,6
편집디자인과,6
포장디자인과,6
표면장식디자인과,6
건축인테리어디자인과,6
공간연출과,6
공간연출디자인과,6
공예상품디자인전공,6
로봇금형디자인전공,6
무대디자인전공,6
문화상품디자인과,6
샵디자인과,6
시계정보기계디자인전공,6
신발디자인전공,6
옥외광고디자인과,6
웹스타일리스트전공,6
인테리어디자인전공,6
컴퓨터제품디자인과,6
크로스디자인계열,6
텍스타일미디어디자인과,6
토탈디자인학부,6
전시디자인과,6
에듀미디어디자인과,6
창업디자인학과,6
공예디자인계열,6
관광산업디자인과,6
리빙세라믹디자인,6
문화아트디자인전공,6
건축디자인학부,6
금속장식디자인전공,6
금형디자인과,6
팬시캐릭터전공,6
문화상품디자인전공,6
생활가구디자인과,6
아동미술디자인전공,6
웹스타일리스트과,6
인테리어리빙디자인과,6
인테리어장식디자인과,6
자동차기계디자인과,6
컴퓨터디자인학부,6
실내장식디자인전공,6
리빙세라믹디지인과,6
인테리어세라믹아트전공,6
액세서리디자인전공,6
생활장식디자인전공,6
생활장식디자인과,6
산업디자인계열인테리어상품디자인전공,6
산업디자인계열실내디자인전공,6
홈인테리어디자인과,6
쥬얼리악세사리디자인전공,6
스페이스디자인계열,6
악세서리디자인과,6
인테리어코디네이션과,6
무대연출과,6
컴퓨터제품모델링과,6
인테리어디지털디자인과,6
그래픽아츠미디어과,6
인형캐릭터창작전공,6
아트트랜드디자인계열,6
디스플레이사인디자인과,6
팬시캐릭터과,6
쥬얼리악세사리계열,6
인테리어코디네이트과,6
아동미술디자인계열,6
웹코디네이션과,6
인테리어세라믹디자인전공,6
,6
건축인테리어디자인계열,6
주얼리금속디자인과,6
액세서리디자인과,6
관광디자인과,6
실내환경디자인전공년제,6
컴퓨터응용모델링계열,6
가구실내디자인과,6
금형디자인전공,6
디자인멀티미디어과,6
텍스타일메탈디자인전공,6
건축공간디자인과,6
가상현실디자인전공,6
리모델링디자인전공,6
인레리어리모델링디자인과,6
인테리어광고디자인과,6
팬시완구디자인과,6
플로랄디자인과,6
포장디자인계열,6
인테리어디자인학부,6
건축인테리어학부인테리어디자인전공,6
산업디자인학부제품디자인전공,6
컴퓨터제품모델링전공,6
공간장식도자디자인과,6
주얼리디자인과,6
그래픽아츠미디어학과,6
액세서리공예디자인과,6
가구인테리어디자인,6
인테리어디자인학과,6
생활환경디자인전공,6
가구인테리어디자인학과,6
주얼리디자인계열,6
제품스페이스디자인전공,6
리빙크라프트디자인전공,6
문화디자인전공,6
인테리어디자인과예체능계열,6
인테리어디자인과공학계열,6
패브릭디자인과,6
텍스타일컬러과,6
무대디자인과,6
건축공간디자인전공,6
디자인예술학부,6
비주얼디자인과,6
신발네일디자인전공,6
떡제과디자인전공,6
써피스디자인과,6
가구인테리어디자인과,6
디자인멀티미디어학과,6
문화이벤트디자인과,6
유아교구디자인과,6
조경디자인전공,6
실내환경디자인과,6
복원영상디자인과,6
디자인애니메이션과,6
베이킹디자인과,6
디자인학부산업디자인과실내디자인전공,6
산업디자인과실내디자인전공,6
제품공간디자인과,6
브랜드디자인과,6
토이캐릭터창작과,6
주얼리디자인학과,6
의료환경디자인계열,6
예술학부시각리빙디자인,6
주거환경디자인과,6
아트앤디자인과,6
비주얼패키지디자인과,6
에코디자인전공,6
에코스타일리스트전공,6
아트앤디자인학과,6
리빙스타일디자인과,6
조경디자인과,6
금형디자인,6
텍스타일컬러디자인과,6
예술체육학부디자인과,6
라이프스타일군예술,6
비주얼콘텐츠디자인과,6
공간장식도자디자인학과,6
건축디자인학과,6
공간디자인과,6
융합디자인과,6
리빙디자인과,6
의료환경디자인과,6
공간디자인과인문,6
공간디자인학과,6
가구인테리어디자인과년제,6
테크노산업디자인과인테리어디자인전공,6
공간연출학과,6
유니버설디자인학과,6
생활제품디자인과,6
디자인미술학부,6
토탈디자인계열,6
광고브랜드디자인학과,6
유니버설디자인과,6
리빙주얼리디자인과,6
비주얼콘텐츠디자인학과,6
한류예술과,6
콘텐츠계열예체능,6
디지털콘텐츠디자인학과,6
테크노산업디자인학과인테리어디자인전공,6
스마트제품디자인과,6
생활가구디자인학과,6
공간디자인과년제,6
